rownames.markers.,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,up,down
Lin52,0.02364865,-0.262544279,0.432,0.547,1,-1.199592393,,,
Cdc42bpa,0.002463574,-0.262779757,0.492,0.632,1,-1.199788208,,,
Usp24,0.001537714,-0.263072839,0.578,0.721,1,-1.200031968,,,
Cnot2,0.015752084,-0.263097923,0.649,0.744,1,-1.200052833,,,
Il15ra,0.042448279,-0.263216494,0.141,0.208,1,-1.200151467,,,
Actn1,0.010407201,-0.263307345,0.097,0.182,1,-1.200227046,,,
Kdm5d,0.00237749,-0.263314515,0.135,0.245,1,-1.200233011,,,
Lpp,0.084612313,-0.263615349,0.784,0.778,1,-1.200483312,,,
Spata1,0.003184135,-0.26412629,0.119,0.222,1,-1.200908547,,,
Dzip3,0.001949573,-0.264308814,0.076,0.174,1,-1.201060491,,,
Zc3h6,0.002610096,-0.264357187,0.114,0.222,1,-1.201100763,,,
Angpt1,0.000138783,-0.26451103,0.065,0.191,1,-1.20122885,,,
Kcnj1,0.001163142,-0.264558464,0.032,0.117,1,-1.201268346,,,
Cox6a1,9.01E-05,-0.264682161,0.027,0.134,1,-1.201371347,,,
Dennd5b,4.43E-05,-0.26501181,0.168,0.348,1,-1.201645886,,,
Gas5,2.20E-05,-0.265019126,0.032,0.157,0.708749672,-1.20165198,,,
Arglu1,0.076941474,-0.26510667,0.47,0.524,1,-1.201724899,,,
Serbp1,0.000708346,-0.265151115,0.362,0.541,1,-1.201761921,,,
Cox16,0.002170157,-0.265442308,0.503,0.678,1,-1.202004509,,,
Arhgef11,0.003259651,-0.265789743,0.416,0.536,1,-1.202294015,,,
Bach1,0.005937999,-0.266352274,0.097,0.182,1,-1.202762901,,,
Gm49417,0.013775401,-0.266485243,0.076,0.148,1,-1.202873761,,,
Papss2,4.61E-05,-0.266487771,0.011,0.108,1,-1.202875869,,,
Parn,0.019214233,-0.266644105,0.2,0.296,1,-1.203006223,,,
Bmp8a,0.010703864,-0.266740402,0.178,0.288,1,-1.203086523,,,
Cabin1,0.014279642,-0.267127335,0.254,0.368,1,-1.203409236,,,
Rnf214,0.00543951,-0.267190412,0.205,0.316,1,-1.203461853,,,
Dcbld1,0.002839677,-0.267238165,0.13,0.239,1,-1.203501688,,,
Ugt2b37,3.20E-05,-0.267343637,0.011,0.111,1,-1.203589676,,,
Nudt21,0.00347188,-0.267380164,0.07,0.16,1,-1.20362015,,,
Brf1,0.011188339,-0.267836591,0.146,0.242,1,-1.204001,,,
Gm42941,0.004869059,-0.268038393,0.103,0.197,1,-1.204169426,,,
Cpeb4,0.004746902,-0.268095604,0.605,0.707,1,-1.204217179,,,
Akirin2,0.068595525,-0.268189348,0.146,0.205,1,-1.20429543,,,
Cnot1,0.003191704,-0.268272594,0.454,0.604,1,-1.204364922,,,
Mindy1,0.001951094,-0.268675681,0.265,0.413,1,-1.204701466,,,
Son,0.002888654,-0.268732062,0.768,0.872,1,-1.204748547,,,
Dync2h1,0.029802208,-0.268878805,0.4,0.504,1,-1.204871095,,,
Dctn2,0.002647032,-0.269230221,0.119,0.225,1,-1.205164616,,,
Itpk1,0.014834646,-0.269501638,0.114,0.197,1,-1.205391367,,,
2900097C17Rik,0.003633449,-0.269673121,0.086,0.177,1,-1.205534653,,,
Snx19,0.017514917,-0.269949184,0.108,0.185,1,-1.205765356,,,
Slc25a5,8.71E-05,-0.270317522,0.016,0.111,1,-1.206073243,,,
Apobec3,0.000136122,-0.270395731,0.054,0.177,1,-1.206138626,,,
Mbd5,0.002982881,-0.270423043,0.735,0.852,1,-1.206161459,,,
Me1,0.000145275,-0.270480923,0.043,0.154,1,-1.206209852,,,
Vrk2,0.01497394,-0.270499057,0.124,0.211,1,-1.206225013,,,
Naca,0.00025794,-0.27057774,0.049,0.157,1,-1.206290801,,,
Pms1,0.000510375,-0.270601242,0.049,0.151,1,-1.206310451,,,
Ppp3ca,0.004693709,-0.270678456,0.681,0.792,1,-1.206375016,,,
Eif4b,0.001430624,-0.271158149,0.108,0.222,1,-1.2067762,,,
Pdgfc,0.000271048,-0.271286133,0.065,0.179,1,-1.20688326,,,
Psmd14,0.009943683,-0.271461068,0.281,0.396,1,-1.20702961,,,
Sbno1,0.028103806,-0.271585139,0.427,0.527,1,-1.207133419,,,
Plekhh1,0.025929044,-0.272071076,0.216,0.296,1,-1.207540081,,,
B4galnt3,0.001966943,-0.272248074,0.049,0.134,1,-1.207688238,,,
Agps,0.022630587,-0.272311506,0.384,0.479,1,-1.207741338,,,
Acvr2a,0.040607405,-0.272388975,0.324,0.41,1,-1.207806192,,,
C920021L13Rik,0.00358509,-0.272395651,0.065,0.151,1,-1.207811782,,,
Gipc2,0.019539724,-0.272841163,0.227,0.325,1,-1.208184818,,,
Mier3,0.00365754,-0.272926466,0.081,0.174,1,-1.208256257,,,
Iqsec2,0.014237561,-0.273456623,0.13,0.214,1,-1.208700345,,,
Ccdc50,0.022450577,-0.273658253,0.422,0.513,1,-1.208869284,,,
Zcchc7,0.000860126,-0.273774632,0.832,0.932,1,-1.208966805,,,
Ipmk,0.018694832,-0.27378846,0.135,0.214,1,-1.208978392,,,
Pde1c,0.00282546,-0.27384562,0.281,0.433,1,-1.209026294,,,
Hexb,0.010105959,-0.274023114,0.243,0.356,1,-1.209175048,,,
Gatad1,0.000161467,-0.274299661,0.092,0.228,1,-1.209406855,,,
Eml6,0.012190257,-0.274583645,0.389,0.519,1,-1.209644941,,,
Atg14,0.000496558,-0.274834199,0.032,0.123,1,-1.20985504,,,
Pik3c2a,0.002375873,-0.274894686,0.486,0.61,1,-1.209905765,,,
Pdss2,0.007966208,-0.275046406,0.4,0.519,1,-1.210033011,,,
Vcp,0.003950205,-0.275525173,0.211,0.33,1,-1.210434634,,,
Myo3b,0.124290782,-0.275594792,0.13,0.185,1,-1.210493046,,,
Hnrnpk,0.001130121,-0.276060212,0.216,0.353,1,-1.21088362,,,
Fxr1,0.001900057,-0.276091378,0.497,0.644,1,-1.210909779,,,
Numa1,0.015776831,-0.27614025,0.292,0.399,1,-1.2109508,,,
Lap3,3.56E-05,-0.276427383,0.005,0.1,1,-1.211191833,,,
Gkap1,0.001089225,-0.276499959,0.216,0.348,1,-1.211252765,,,
Herc3,0.001467897,-0.276754818,0.227,0.359,1,-1.211466758,,,
Clptm1l,0.000299325,-0.277064096,0.043,0.145,1,-1.211726494,,,
Zfp445,0.007934737,-0.277254311,0.178,0.288,1,-1.211886267,,,
Cnst,0.0031183,-0.277332748,0.092,0.191,1,-1.211952157,,,
Ppid,0.001555965,-0.277452854,0.054,0.145,1,-1.212053057,,,
Pibf1,0.016524956,-0.277631648,0.362,0.456,1,-1.212203277,,,
Rnpc3,0.029024976,-0.277649423,0.562,0.667,1,-1.212218213,,,
Trmt1l,0.00078652,-0.277782895,0.205,0.365,1,-1.212330367,,,
Agrn,4.53E-06,-0.278122549,0.016,0.14,0.146265041,-1.21261582,,,
Fbxl3,0.031039857,-0.278312614,0.243,0.33,1,-1.212775584,,,
Esyt2,0.009176459,-0.278554814,0.492,0.604,1,-1.212979202,,,
2900076A07Rik,0.003341695,-0.278726351,0.059,0.145,1,-1.213123434,,,
Golgb1,0.001585713,-0.278728839,0.319,0.479,1,-1.213125527,,,
Sntb2,0.088018337,-0.278833236,0.195,0.254,1,-1.213213314,,,
Gm16685,0.000850348,-0.279470599,0.205,0.348,1,-1.213749414,,,
Chtop,0.005721349,-0.279849644,0.151,0.245,1,-1.214068349,,,
Mob3b,0.018776177,-0.28030305,0.292,0.399,1,-1.214449963,,,
Rab43,0.003128458,-0.280362423,0.092,0.188,1,-1.214499943,,,
Slc16a12,4.17E-05,-0.280438312,0.032,0.148,1,-1.214563831,,,
Tgfbr3,0.012577245,-0.280530988,0.308,0.436,1,-1.214641855,,,
Mar-08,0.0039647,-0.280840236,0.222,0.339,1,-1.214902246,,,
Lonrf3,0.011431738,-0.280938772,0.119,0.202,1,-1.214985226,,,
Dnm1l,0.067259431,-0.28109414,0.405,0.496,1,-1.215116079,,,
Dagla,0.095931581,-0.281510602,0.07,0.114,1,-1.215466897,,,
Arcn1,0.011867051,-0.281549675,0.297,0.405,1,-1.215499816,,,
Snx13,0.024691115,-0.28159097,0.395,0.513,1,-1.215534608,,,
Abcg2,0.000132468,-0.281705804,0.027,0.128,1,-1.215631365,,,
Bcl2l1,0.000132371,-0.282096675,0.432,0.641,1,-1.215960762,,,
Picalm,0.004139478,-0.282204185,0.6,0.712,1,-1.216051379,,,
Ube2e1,0.002874849,-0.282567272,0.189,0.308,1,-1.216357464,,,
Slc17a1,0.000267999,-0.282602449,0.027,0.123,1,-1.216387123,,,
Clcn7,0.063522682,-0.282773039,0.086,0.134,1,-1.216530963,,,
Mier1,0.002379915,-0.282865732,0.368,0.519,1,-1.216609126,,,
Atad2b,0.008656862,-0.283320805,0.551,0.658,1,-1.216992945,,,
Mgat1,0.004604753,-0.28367935,0.119,0.219,1,-1.217295436,,,
Zfp946,0.003560156,-0.283680063,0.07,0.157,1,-1.217296037,,,
Rabgap1,0.001547589,-0.283996094,0.541,0.678,1,-1.217562723,,,
Grk4,0.016850256,-0.284006953,0.119,0.199,1,-1.217571886,,,
Tinag,0.000170236,-0.284257667,0.027,0.125,1,-1.217783497,,,
Oxgr1,0.004296564,-0.284319404,0.551,0.689,1,-1.21783561,,,
Por,0.002171632,-0.284826012,0.081,0.179,1,-1.218263333,,,
Trappc9,0.000594617,-0.284976421,0.449,0.601,1,-1.218390351,,,
Ctbs,8.26E-05,-0.285044421,0.032,0.142,1,-1.218447779,,,
Ext1,0.013725289,-0.285073079,0.719,0.815,1,-1.218471984,,,
Hnrnpa1,0.00567823,-0.285595654,0.135,0.231,1,-1.218913419,,,
Spink1,9.24E-06,-0.286755396,0,0.1,0.297992984,-1.219893664,,,
Ubqln4,0.000189308,-0.286816377,0.076,0.202,1,-1.219945228,,,
Pcnt,0.031678579,-0.286916667,0.189,0.268,1,-1.220030037,,,
Akr1c21,0.000117557,-0.287011865,0.011,0.1,1,-1.220110545,,,
Nbr1,0.007335932,-0.287249546,0.205,0.305,1,-1.220311572,,,
Thsd4,0.07351223,-0.287331565,0.059,0.105,1,-1.22038095,,,
Sf3b1,0.023802398,-0.288055751,0.562,0.655,1,-1.220993695,,,
Zfp644,0.002395334,-0.288409637,0.47,0.604,1,-1.221293236,,,
B130055M24Rik,0.002393637,-0.288529256,0.043,0.123,1,-1.221394501,,,
Malt1,0.009105804,-0.28870756,0.135,0.222,1,-1.221545464,,,
Sfxn2,0.00432276,-0.289104918,0.103,0.194,1,-1.221881959,,,
Map3k4,0.005516337,-0.289112349,0.146,0.248,1,-1.221888252,,,
